Date,Cash,Equity,OpenPositions
2000-03-02,109438.65922296245,109438.65922296245,0
2000-03-03,12955.070316851406,108650.31270235803,7
2000-03-06,12932.285735331048,112997.74997504758,7
2000-03-07,12909.50115381069,118569.99716184921,7
2000-03-08,136350.76803674336,136350.76803674336,0
2000-03-09,136350.76803674336,136350.76803674336,0
2000-03-10,16118.85868336818,135368.37913020514,7
2000-03-13,16090.465940404647,126977.08927642179,7
2000-03-14,16062.073197441114,113683.35263325454,7
2000-03-15,26040.73377947453,108751.29711101892,6
2000-03-16,108457.89234407927,108457.89234407927,0
2000-03-17,10546.185283477074,108067.8058617661,6
2000-03-20,10546.185283477074,108067.8058617661,6
2000-03-21,10546.185283477074,112282.5455391953,6
2000-03-22,10546.185283477074,115834.46939497686,6
2000-03-23,10546.185283477074,114518.48435002065,6
2000-03-24,10546.185283477074,113663.02092724538,6
2000-03-27,10546.185283477074,114800.37484579778,6
2000-03-28,10546.185283477074,116187.49100905156,6
2000-03-29,116523.79163983274,116523.79163983274,0
2000-03-30,13752.635694403381,115684.07076992485,7
2000-03-31,104977.01087610124,104977.01087610124,0
2000-04-03,10189.397028477419,104599.37098029398,6
2000-04-04,10189.397028477419,98745.54042104029,6
2000-04-05,10189.397028477419,98313.71519044184,6
2000-04-06,10189.397028477419,97182.98591378474,6
2000-04-07,10189.397028477419,102907.85643580699,6
2000-04-10,10189.397028477419,104302.08871272349,6
2000-04-11,10189.397028477419,103827.97420075678,6
2000-04-12,10189.397028477419,101590.58690646433,6
2000-04-13,10189.397028477419,99958.53894046092,6
2000-04-14,1436.9026543773043,98778.98569389948,13
2000-04-17,107428.2037767833,107428.2037767833,0
2000-04-18,107428.2037767833,107428.2037767833,0
2000-04-19,107428.2037767833,107428.2037767833,0
2000-04-20,107428.2037767833,107428.2037767833,0
2000-04-21,1958.685230697632,106566.43517013932,13
2000-04-24,1933.7786235691938,111230.2460584523,13
2000-04-25,1908.8720164407555,115668.79865742815,13
2000-04-26,105656.87646437396,105656.87646437396,0
2000-04-27,105656.87646437396,105656.87646437396,0
2000-04-28,105656.87646437396,105656.87646437396,0
2000-05-01,105656.87646437396,105656.87646437396,0
2000-05-02,10246.224647687326,105276.75434558238,6
2000-05-03,10246.224647687326,107121.31845347727,6
2000-05-04,10246.224647687326,112490.17261664713,6
2000-05-05,10246.224647687326,112842.63838879908,6
2000-05-08,10246.224647687326,112190.64991490687,6
2000-05-09,10246.224647687326,113963.45711772288,6
2000-05-10,10246.224647687326,112939.51002280558,6
2000-05-11,10246.224647687326,111170.22634141291,6
2000-05-12,10246.224647687326,109548.68792407359,6
2000-05-15,108226.8461135286,108226.8461135286,0
2000-05-16,108226.8461135286,108226.8461135286,0
2000-05-17,108226.8461135286,108226.8461135286,0
2000-05-18,108226.8461135286,108226.8461135286,0
2000-05-19,108226.8461135286,108226.8461135286,0
2000-05-22,1940.3946324509584,107358.40252470197,13
2000-05-23,1915.2951067623271,110797.46441768971,13
2000-05-24,1890.1955810736958,109084.84528445714,13
2000-05-25,6118.069434470743,108449.19793219051,12
2000-05-26,6094.902524607902,104219.87481858087,12
2000-05-29,99083.6873941834,99083.6873941834,0
2000-05-30,9638.84986873937,98727.33345981908,6
2000-05-31,9638.84986873937,99853.43394371343,6
2000-06-01,21296.985638262988,97210.20560133673,5
2000-06-02,21296.985638262988,97787.99528420187,5
2000-06-05,7040.318612211345,94959.99979507267,12
2000-06-06,7019.385354786854,95122.13259103868,12
2000-06-07,6998.452097362363,93589.96592563995,12
2000-06-08,89903.1226105841,89903.1226105841,0
2000-06-09,89903.1226105841,89903.1226105841,0
2000-06-12,89903.1226105841,89903.1226105841,0
2000-06-13,89903.1226105841,89903.1226105841,0
2000-06-14,1629.2900145632373,89181.8562317473,13
2000-06-15,87821.9824558932,87821.9824558932,0
