Date,Stock,Action,Side,Qty,EntryPrice,ExitPrice,P&L,CashAfter,Reason
2000-02-03,INFY_ohlcv,SELL,LONG,26,74.85602569580078,77.12709045410156,51.26265704345703,86631.89221640602,EXIT_LONG
2000-02-03,ITC_ohlcv,SELL,LONG,183,10.74096965789795,11.00320816040039,40.12725616836548,88637.6169199697,EXIT_LONG
2000-02-03,M&M_ohlcv,SELL,LONG,46,42.118446350097656,43.068233489990234,35.940414306640626,90611.00586638083,EXIT_LONG
2000-02-03,ONGC_ohlcv,SELL,LONG,133,14.777771949768066,14.777771949768066,-7.861774677276611,92568.5877610227,EXIT_LONG
2000-02-03,RELIANCE_ohlcv,SELL,LONG,113,17.33615493774414,18.04935646057129,72.75583004760742,94600.3290990354,EXIT_LONG
2000-02-03,SBIN_ohlcv,SELL,LONG,106,18.437183380126953,19.49956703186035,104.7953013305664,96659.46583865942,EXIT_LONG
2000-02-03,SIEMENS_ohlcv,SELL,LONG,55,35.579917907714844,35.98209762573242,14.29230255126953,98630.65362613501,EXIT_LONG
2000-02-03,SUNPHARMA_ohlcv,SELL,LONG,157,12.505823135375977,14.285042762756348,271.48382456970216,100865.55168295874,EXIT_LONG
2000-02-03,TATACONSUM_ohlcv,SELL,LONG,41,47.87021255493164,42.46527099609375,-229.45331877136232,102598.77707893957,EXIT_LONG
2000-02-03,TATAMOTORS_ohlcv,SELL,LONG,57,33.91794204711914,33.47438430786133,-33.016081924438474,104499.08369370093,EXIT_LONG
2000-02-03,TATASTEEL_ohlcv,SELL,LONG,312,6.285890579223633,6.315212249755859,1.3035697631835932,106461.58512418189,EXIT_LONG
2000-02-03,TITAN_ohlcv,SELL,LONG,321,6.117618560791016,5.645476341247559,-159.41267470550537,108265.92800749029,EXIT_LONG
2000-02-03,WIPRO_ohlcv,SELL,LONG,28,69.19776916503906,87.16917419433594,495.4491906738281,110698.91473478521,EXIT_LONG
2000-02-03,BPCL_ohlcv,SHORT,SHORT,3160,8.962688446044922,,-14274.336126708984,96424.57860807623,SCORE
2000-02-03,BRITANNIA_ohlcv,SHORT,SHORT,555,50.96638870239258,,-14256.318247833253,82168.26036024297,SCORE
2000-02-03,CIPLA_ohlcv,SHORT,SHORT,341,83.03946685791016,,-14271.494932067872,67896.7654281751,SCORE
2000-02-03,DRREDDY_ohlcv,SHORT,SHORT,413,68.46626281738281,,-14251.389537963867,53645.37589021123,SCORE
2000-02-03,EICHERMOT_ohlcv,SHORT,SHORT,7676,3.689483165740967,,-14273.518281234741,39371.85760897649,SCORE
2000-02-03,GAIL_ohlcv,SHORT,SHORT,4175,6.78293514251709,,-14272.65212688446,25099.20548209203,SCORE
2000-02-08,AUROPHARMA_ohlcv,SHORT,SHORT,41,49.47965240478515,,-1022.4475372924803,24016.100554456087,SCORE
2000-02-08,AXISBANK_ohlcv,SHORT,SHORT,375,5.517694473266602,,-1042.8442554473877,22973.2562990087,SCORE
2000-02-08,HDFCBANK_ohlcv,SHORT,SHORT,101,20.337669372558594,,-1035.2687217407226,21937.987577267977,SCORE
2000-02-08,HINDALCO_ohlcv,SHORT,SHORT,36,57.12639999389648,,-1036.5014014892577,20901.48617577872,SCORE
2000-02-08,HINDUNILVR_ohlcv,SHORT,SHORT,15,130.76243591308594,,-988.5640155029297,19912.92216027579,SCORE
2000-02-08,INFY_ohlcv,SHORT,SHORT,22,92.23368072509766,,-1022.6870518798828,18890.235108395907,SCORE
2000-02-08,ITC_ohlcv,SHORT,SHORT,174,11.843463897705078,,-1038.6244099731446,17851.610698422763,SCORE
2000-02-08,M&M_ohlcv,SHORT,SHORT,45,45.32036209106445,,-1027.8658122253419,16823.74488619742,SCORE
2000-02-08,ONGC_ohlcv,SHORT,SHORT,140,14.784822463989258,,-1043.217073059082,15780.527813138337,SCORE
2000-02-08,RELIANCE_ohlcv,SHORT,SHORT,114,18.088979721069336,,-1039.3204188537597,14741.207394284576,SCORE
2000-02-08,SBIN_ohlcv,SHORT,SHORT,113,18.25635528564453,,-1039.7359462280274,13701.471448056549,SCORE
2000-02-08,SIEMENS_ohlcv,SHORT,SHORT,61,33.77820587158203,,-1038.477161315918,12662.994286740632,SCORE
2000-02-08,SUNPHARMA_ohlcv,SHORT,SHORT,143,14.434688568115234,,-1040.3368744812012,11622.65741225943,SCORE
2000-02-08,TATACONSUM_ohlcv,SHORT,SHORT,40,50.73398971557617,,-1022.7972326660156,10599.860179593416,SCORE
2000-02-08,TATAMOTORS_ohlcv,SHORT,SHORT,60,34.08781051635742,,-1030.8153900146485,9569.044789578767,SCORE
2000-02-08,TATASTEEL_ohlcv,SHORT,SHORT,325,6.364832401275635,,-1042.559547328949,8526.485242249819,SCORE
2000-02-08,TITAN_ohlcv,SHORT,SHORT,390,5.310479640960693,,-1043.827878227234,7482.657364022585,SCORE
2000-02-08,WIPRO_ohlcv,SHORT,SHORT,23,88.53041076660156,,-1026.2445216064452,6456.41284241614,SCORE
2000-02-09,AUROPHARMA_ohlcv,COVER,SHORT,41,49.47965240478515,49.20234298706055,3.2550231323239274,7449.392405449822,EXIT_SHORT
2000-02-09,AXISBANK_ohlcv,COVER,SHORT,375,5.517694473266602,5.2539286613464355,90.63563776016235,8574.595756947472,EXIT_SHORT
2000-02-09,BPCL_ohlcv,COVER,SHORT,3160,8.962688446044922,8.938041687011719,-35.40462341308594,22700.238878285363,EXIT_SHORT
2000-02-09,BRITANNIA_ohlcv,COVER,SHORT,555,50.96638870239258,50.484649658203125,154.21978660583494,36997.631529805134,EXIT_SHORT
2000-02-09,CIPLA_ohlcv,COVER,SHORT,341,83.03946685791016,81.35317993164062,461.7580090637207,51617.618638142536,EXIT_SHORT
2000-02-09,DRREDDY_ohlcv,COVER,SHORT,413,68.46626281738281,64.92430877685547,1349.7207525634765,67105.62266249556,EXIT_SHORT
2000-02-09,EICHERMOT_ohlcv,COVER,SHORT,7676,3.689483165740967,3.46378755569458,1619.1576115951539,82885.01666420454,EXIT_SHORT
2000-02-09,GAIL_ohlcv,COVER,SHORT,4175,6.78293514251709,6.53810453414917,908.8927730560303,97953.28654726499,EXIT_SHORT
2000-02-09,HDFCBANK_ohlcv,COVER,SHORT,101,20.337669372558594,20.47960662841797,-22.552081268310545,98957.78676931089,EXIT_SHORT
2000-02-09,HINDALCO_ohlcv,COVER,SHORT,36,57.12639999389648,59.547996520996094,-95.40367657470729,99890.65829262632,EXIT_SHORT
2000-02-09,HINDUNILVR_ohlcv,COVER,SHORT,15,130.76243591308594,137.0626678466797,-102.34922515869141,100769.02733681578,EXIT_SHORT
2000-02-09,INFY_ohlcv,COVER,SHORT,22,92.23368072509766,90.28034973144533,34.85671795654265,101818.4545427484,EXIT_SHORT
2000-02-09,ITC_ohlcv,COVER,SHORT,174,11.843463897705078,12.791560173034668,-173.21180278015137,102675.62409906859,EXIT_SHORT
2000-02-09,M&M_ohlcv,COVER,SHORT,45,45.32036209106445,43.89774703979492,55.8600121307373,103751.19225824828,EXIT_SHORT
2000-02-09,ONGC_ohlcv,COVER,SHORT,140,14.784822463989258,14.992711067199709,-37.383905029297125,104748.74592569823,EXIT_SHORT
2000-02-09,RELIANCE_ohlcv,COVER,SHORT,114,18.088979721069336,18.511619567871097,-56.429517288208416,105723.38825251097,EXIT_SHORT
2000-02-09,SBIN_ohlcv,COVER,SHORT,113,18.25635528564453,18.489927291870117,-34.64550929260254,106720.22681685728,EXIT_SHORT
2000-02-09,SIEMENS_ohlcv,COVER,SHORT,61,33.77820587158203,33.81439208984375,-10.44924154663086,107740.01285439389,EXIT_SHORT
2000-02-09,SUNPHARMA_ohlcv,COVER,SHORT,143,14.434688568115234,13.931265830993652,63.73280954742432,108835.82589656155,EXIT_SHORT
2000-02-09,TATACONSUM_ohlcv,COVER,SHORT,40,50.73398971557617,54.79389953613281,-170.5138311767578,109679.99185969633,EXIT_SHORT
2000-02-09,TATAMOTORS_ohlcv,COVER,SHORT,60,34.08781051635742,34.66349411010742,-42.72209014892578,110659.90408503813,EXIT_SHORT
2000-02-09,TATASTEEL_ohlcv,COVER,SHORT,325,6.364832401275635,6.5136895179748535,-56.65284504890442,111637.53650519652,EXIT_SHORT
2000-02-09,TITAN_ohlcv,COVER,SHORT,390,5.310479640960693,5.283501148223877,2.2372639274597166,112675.31729911131,EXIT_SHORT
2000-02-09,WIPRO_ohlcv,COVER,SHORT,23,88.53041076660156,94.74002838134766,-150.9660029296875,113542.45101999753,EXIT_SHORT
2000-02-15,AUROPHARMA_ohlcv,BUY,LONG,695,42.069091796875,,-29354.97087402344,84187.4801459741,SCORE
2000-02-15,AXISBANK_ohlcv,BUY,LONG,5724,5.111352920532227,,-29374.41365359497,54813.066492379134,SCORE
2000-02-15,BPCL_ohlcv,BUY,LONG,3744,7.814772605895996,,-29375.542671020507,25437.523821358627,SCORE
2000-02-17,AUROPHARMA_ohlcv,SELL,LONG,695,42.069091796875,45.50432205200195,2270.53295211792,56946.075572304675,EXIT_LONG
2000-02-17,AXISBANK_ohlcv,SELL,LONG,5724,5.111352920532227,5.346603870391846,1229.546900527954,87433.0065899591,EXIT_LONG
2000-02-17,BPCL_ohlcv,SELL,LONG,3744,7.814772605895996,7.693875789642334,-569.6717145996093,116121.8435118341,EXIT_LONG
2000-02-17,BRITANNIA_ohlcv,SHORT,SHORT,630,48.31511688232422,,-15341.015912475586,100780.82759935851,SCORE
2000-02-17,CIPLA_ohlcv,SHORT,SHORT,362,84.0045394897461,,-15326.460220825194,85454.36737853332,SCORE
2000-02-17,DRREDDY_ohlcv,SHORT,SHORT,445,68.42951965332031,,-15347.37266784668,70106.99471068665,SCORE
2000-02-17,EICHERMOT_ohlcv,SHORT,SHORT,10453,2.9152233600616455,,-15358.306210493089,54748.68850019356,SCORE
2000-02-17,GAIL_ohlcv,SHORT,SHORT,4360,6.988815784454346,,-15357.503357391357,39391.185142802206,SCORE
2000-02-17,HDFCBANK_ohlcv,SHORT,SHORT,1500,20.309280395507812,,-15353.815979003906,24037.3691637983,SCORE
2000-02-17,HINDALCO_ohlcv,SHORT,SHORT,502,60.60264205932617,,-15332.953262145997,8704.415901652303,SCORE
2000-02-18,BRITANNIA_ohlcv,COVER,SHORT,630,48.31511688232422,47.60502624511719,325.60300689697266,24223.90812925678,EXIT_SHORT
2000-02-18,CIPLA_ohlcv,COVER,SHORT,362,84.0045394897461,80.21784210205078,1249.1458811645507,40677.87565806537,EXIT_SHORT
2000-02-18,DRREDDY_ohlcv,COVER,SHORT,445,68.42951965332031,73.90552520751953,-2558.6270166015624,53344.81676432758,EXIT_SHORT
2000-02-18,EICHERMOT_ohlcv,COVER,SHORT,10453,2.9152233600616455,2.877608299255371,271.29891147708895,68852.53056716686,EXIT_SHORT
2000-02-18,GAIL_ohlcv,COVER,SHORT,4360,6.988815784454346,7.550815105438232,-2572.20198677063,81515.94699050671,EXIT_SHORT
2000-02-18,HDFCBANK_ohlcv,COVER,SHORT,1500,20.309280395507812,19.676645278930664,827.0969924926758,97575.00427963024,EXIT_SHORT
2000-02-18,HINDALCO_ohlcv,COVER,SHORT,502,60.60264205932617,58.55217361450195,907.6450540466309,113693.91249056775,EXIT_SHORT
2000-02-21,AUROPHARMA_ohlcv,SHORT,SHORT,681,45.17319869995117,,-15504.52595059204,98189.3865399757,SCORE
2000-02-21,AXISBANK_ohlcv,SHORT,SHORT,6010,5.125610828399658,,-15525.680223655701,82663.70631632001,SCORE
2000-02-21,BPCL_ohlcv,SHORT,SHORT,4464,6.900425910949707,,-15524.964638305664,67138.74167801434,SCORE
2000-02-21,BRITANNIA_ohlcv,SHORT,SHORT,648,47.5086669921875,,-15515.9505703125,51622.791107701836,SCORE
2000-02-21,CIPLA_ohlcv,SHORT,SHORT,395,77.91716003417969,,-15511.748219604493,36111.04288809734,SCORE
2000-02-21,DRREDDY_ohlcv,SHORT,SHORT,426,72.27466583251953,,-15517.659852905274,20593.38303519207,SCORE
2000-02-21,EICHERMOT_ohlcv,SHORT,SHORT,10728,2.8713393211364746,,-15525.079031524658,5068.304003667412,SCORE
2000-02-28,AUROPHARMA_ohlcv,COVER,SHORT,681,45.17319869995117,44.672401428222656,217.99114878845216,20539.479428261817,EXIT_SHORT
2000-02-28,AXISBANK_ohlcv,COVER,SHORT,6010,5.125610828399658,5.660270690917969,-3336.525458049774,32605.414509553015,EXIT_SHORT
2000-02-28,BPCL_ohlcv,COVER,SHORT,4464,6.900425910949707,6.844086647033691,128.28446905517578,48135.44961184794,EXIT_SHORT
2000-02-28,BRITANNIA_ohlcv,COVER,SHORT,648,47.5086669921875,45.378395080566406,1257.2737338867187,64785.53145120341,EXIT_SHORT
2000-02-28,CIPLA_ohlcv,COVER,SHORT,395,77.91716003417969,79.83719635009766,-881.5234576416016,79292.6471003123,EXIT_SHORT
2000-02-28,DRREDDY_ohlcv,COVER,SHORT,426,72.27466583251953,76.69635772705078,-2006.7967776489259,92680.35414499004,EXIT_SHORT
2000-02-28,EICHERMOT_ohlcv,COVER,SHORT,10728,2.8713393211364746,2.733414649963379,1356.4409593963624,109438.65922296245,EXIT_SHORT
2000-03-03,AUROPHARMA_ohlcv,SHORT,SHORT,736,37.1376838684082,,-13776.001004882812,95662.65821807964,SCORE
2000-03-03,AXISBANK_ohlcv,SHORT,SHORT,5420,5.04719352722168,,-13787.317614440917,81875.34060363872,SCORE
2000-03-03,BPCL_ohlcv,SHORT,SHORT,4673,5.854621887207031,,-13788.758631774903,68086.58197186381,SCORE
2000-03-03,BRITANNIA_ohlcv,SHORT,SHORT,759,36.01153564453125,,-13775.708799316406,54310.873172547406,SCORE
2000-03-03,CIPLA_ohlcv,SHORT,SHORT,457,59.781890869140625,,-13769.443360107422,40541.42981243999,SCORE
2000-03-03,DRREDDY_ohlcv,SHORT,SHORT,460,59.4161491394043,,-13775.040016479492,26766.389795960495,SCORE
2000-03-03,EICHERMOT_ohlcv,SHORT,SHORT,10579,2.5860860347747803,,-13788.53489758873,12977.854898371765,SCORE
2000-03-08,AUROPHARMA_ohlcv,COVER,SHORT,736,37.1376838684082,18.382587432861328,13694.417635253907,40270.58645263882,EXIT_SHORT
2000-03-08,AXISBANK_ohlcv,COVER,SHORT,5420,5.04719352722168,4.391343593597412,3445.283484573364,57393.76439598293,EXIT_SHORT
2000-03-08,BPCL_ohlcv,COVER,SHORT,4673,5.854621887207031,4.598718643188477,5759.401266983033,76832.4897024252,EXIT_SHORT
2000-03-08,BRITANNIA_ohlcv,COVER,SHORT,759,36.01153564453125,34.92676544189453,714.0095615844726,91212.87704110928,EXIT_SHORT
2000-03-08,CIPLA_ohlcv,COVER,SHORT,457,59.781890869140625,61.9356803894043,-1093.5631072692872,103779.47599743863,EXIT_SHORT
2000-03-08,DRREDDY_ohlcv,COVER,SHORT,460,59.4161491394043,60.41073226928711,-566.8339541625977,116878.35634533901,EXIT_SHORT
2000-03-08,EICHERMOT_ohlcv,COVER,SHORT,10579,2.5860860347747803,2.028118133544922,5793.309610463142,136350.76803674336,EXIT_SHORT
2000-03-10,AUROPHARMA_ohlcv,SHORT,SHORT,1778,19.164831161499023,,-17173.835181793213,119176.93285495015,SCORE
2000-03-10,AXISBANK_ohlcv,SHORT,SHORT,8388,4.063417911529541,,-17178.310518722534,101998.62233622762,SCORE
2000-03-10,BPCL_ohlcv,SHORT,SHORT,7309,4.663274765014648,,-17178.273129776,84820.34920645162,SCORE
2000-03-10,BRITANNIA_ohlcv,SHORT,SHORT,982,34.694820404052734,,-17171.438072937013,67648.9111335146,SCORE
2000-03-10,CIPLA_ohlcv,SHORT,SHORT,524,65.01779174804688,,-17170.938729492187,50477.97240402241,SCORE
2000-03-10,DRREDDY_ohlcv,SHORT,SHORT,567,60.015655517578125,,-17150.553845947266,33327.418558075144,SCORE
2000-03-10,EICHERMOT_ohlcv,SHORT,SHORT,17455,1.9528864622116089,,-17180.16713174343,16147.251426331713,SCORE
2000-03-15,DRREDDY_ohlcv,COVER,SHORT,567,60.015655517578125,72.14144134521484,-7011.436070983887,26065.075465690625,EXIT_SHORT
2000-03-16,AUROPHARMA_ohlcv,COVER,SHORT,1778,19.164831161499023,20.10640525817871,-1810.4190231170655,41267.84965893009,EXIT_SHORT
2000-03-16,AXISBANK_ohlcv,COVER,SHORT,8388,4.063417911529541,4.327185153961182,-2348.8154272842407,55961.00895260075,EXIT_SHORT
2000-03-16,BPCL_ohlcv,COVER,SHORT,7309,4.663274765014648,5.2337141036987305,-4305.676627471924,68697.26995387486,EXIT_SHORT
2000-03-16,BRITANNIA_ohlcv,COVER,SHORT,982,34.694820404052734,38.79840087890625,-4165.997280853271,81566.42949141147,EXIT_SHORT
2000-03-16,CIPLA_ohlcv,COVER,SHORT,524,65.01779174804688,71.00830078125,-3275.304024902344,95325.7869044974,EXIT_SHORT
2000-03-16,EICHERMOT_ohlcv,COVER,SHORT,17455,1.9528864622116089,2.169177532196045,-3911.7111593699456,108457.89234407927,EXIT_SHORT
2000-03-17,AUROPHARMA_ohlcv,BUY,LONG,809,20.10640525817871,,-16331.146181282043,92126.74616279722,SCORE
2000-03-17,AXISBANK_ohlcv,BUY,LONG,3759,4.327185153961182,,-16330.952549715043,75795.79361308218,SCORE
2000-03-17,BPCL_ohlcv,BUY,LONG,3108,5.2337141036987305,,-16331.448968032837,59464.344645049336,SCORE
2000-03-17,BRITANNIA_ohlcv,BUY,LONG,419,38.79840087890625,,-16321.556088134766,43142.78855691457,SCORE
2000-03-17,CIPLA_ohlcv,BUY,LONG,229,71.00830078125,,-16325.944482421875,26816.8440744927,SCORE
2000-03-17,DRREDDY_ohlcv,BUY,LONG,244,66.4173583984375,,-16270.658791015625,10546.185283477074,SCORE
2000-03-29,AUROPHARMA_ohlcv,SELL,LONG,809,20.10640525817871,20.344396591186523,127.470660987854,26939.73779833151,EXIT_LONG
2000-03-29,AXISBANK_ohlcv,SELL,LONG,3759,4.327185153961182,5.061450958251953,2695.0416023540497,45900.66839442564,EXIT_LONG
2000-03-29,BPCL_ohlcv,SELL,LONG,3108,5.2337141036987305,6.153926849365234,2794.9556797943114,64962.0075085156,EXIT_LONG
2000-03-29,BRITANNIA_ohlcv,SELL,LONG,419,38.79840087890625,46.26571273803711,3063.7775491027833,84282.3150258801,EXIT_LONG
2000-03-29,CIPLA_ohlcv,SELL,LONG,229,71.00830078125,70.01659393310547,-292.1444717407227,100251.07143304562,EXIT_LONG
2000-03-29,DRREDDY_ohlcv,SELL,LONG,244,66.4173583984375,66.95714569091797,66.88475756835938,116523.79163983274,EXIT_LONG
2000-03-30,AUROPHARMA_ohlcv,SHORT,SHORT,1442,20.189191818237305,,-14672.85855935669,101850.93308047604,SCORE
2000-03-30,AXISBANK_ohlcv,SHORT,SHORT,5485,5.310959339141846,,-14681.828435497284,87169.10464497875,SCORE
2000-03-30,BPCL_ohlcv,SHORT,SHORT,4926,5.913310527801514,,-14680.99970061493,72488.10494436382,SCORE
2000-03-30,BRITANNIA_ohlcv,SHORT,SHORT,652,44.65201187133789,,-14673.008317016602,57815.096627347215,SCORE
2000-03-30,CIPLA_ohlcv,SHORT,SHORT,415,70.17684173583984,,-14678.188217468261,43136.90840987895,SCORE
2000-03-30,DRREDDY_ohlcv,SHORT,SHORT,419,69.50909423828125,,-14678.652484863282,28458.25592501567,SCORE
2000-03-30,EICHERMOT_ohlcv,SHORT,SHORT,11616,2.507719039916992,,-14681.350841308593,13776.905083707077,SCORE
2000-03-31,AUROPHARMA_ohlcv,COVER,SHORT,1442,20.189191818237305,20.6651554107666,-802.7907588348389,27506.25223651764,EXIT_SHORT
2000-03-31,AXISBANK_ohlcv,COVER,SHORT,5485,5.310959339141846,5.638884544372559,-1915.1921985912322,40156.36602552292,EXIT_SHORT
2000-03-31,BPCL_ohlcv,COVER,SHORT,4926,5.913310527801514,6.115194320678711,-1110.9954343528748,53609.85442114517,EXIT_SHORT
2000-03-31,BRITANNIA_ohlcv,COVER,SHORT,652,44.65201187133789,44.5513801574707,-50.84056951904297,68115.56972168229,EXIT_SHORT
2000-03-31,CIPLA_ohlcv,COVER,SHORT,415,70.17684173583984,75.68988800048828,-2404.407757110596,80272.85662475845,EXIT_SHORT
2000-03-31,DRREDDY_ohlcv,COVER,SHORT,419,69.50909423828125,74.98971557617188,-2412.877582519531,92422.13428515884,EXIT_SHORT
2000-03-31,EICHERMOT_ohlcv,COVER,SHORT,11616,2.507719039916992,2.670721530914306,-2009.9555928955026,104977.01087610124,EXIT_SHORT
2000-04-03,AUROPHARMA_ohlcv,BUY,LONG,754,20.87624168395996,,-15803.648974624633,89173.3619014766,SCORE
2000-04-03,AXISBANK_ohlcv,BUY,LONG,2831,5.5604681968688965,,-15804.652207197189,73368.70969427942,SCORE
2000-04-03,BPCL_ohlcv,BUY,LONG,2384,6.604643821716309,,-15808.452754455566,57560.25693982385,SCORE
2000-04-03,BRITANNIA_ohlcv,BUY,LONG,364,43.225189208984375,,-15796.904747558594,41763.35219226526,SCORE
2000-04-03,CIPLA_ohlcv,BUY,LONG,195,80.60570526123047,,-15780.984976043701,25982.36721622156,SCORE
2000-04-03,DRREDDY_ohlcv,BUY,LONG,221,71.17669677734375,,-15792.97018774414,10189.397028477419,SCORE
2000-04-14,AUROPHARMA_ohlcv,SELL,LONG,754,20.87624168395996,19.1317195892334,-1378.3324043426514,24551.75085384058,EXIT_LONG
2000-04-14,AXISBANK_ohlcv,SELL,LONG,2831,5.5604681968688965,4.990164279937744,-1677.4971306934356,38615.93918848299,EXIT_LONG
2000-04-14,BPCL_ohlcv,SELL,LONG,2384,6.604643821716309,6.114020824432373,-1232.6271090087891,53128.78295044588,EXIT_LONG
2000-04-14,BRITANNIA_ohlcv,SELL,LONG,364,43.225189208984375,41.10472106933594,-834.7862783203125,68027.96554419587,EXIT_LONG
2000-04-14,CIPLA_ohlcv,SELL,LONG,195,80.60570526123047,81.3975830078125,91.54371047973632,83837.62178061555,EXIT_LONG
2000-04-14,DRREDDY_ohlcv,SELL,LONG,221,71.17669677734375,71.52125549316406,13.227276245117189,99580.89904465363,EXIT_LONG
2000-04-14,EICHERMOT_ohlcv,SHORT,SHORT,5804,2.5829508304595947,,-7555.689096473694,92025.20994817994,SCORE
2000-04-14,GAIL_ohlcv,SHORT,SHORT,2243,6.682776927947998,,-7554.692199291229,84470.51774888871,SCORE
