Stock,Total Return,CAGR,Sharpe,Max Drawdown,Avg Daily Return,Daily Std
PORTFOLIO,0.11059443626403809,0.0772314331469659,0.4654217040929307,0.22620385490305722,0.00038711128174859807,0.013203512069257675
