File,Total trades,Winning trades,Losing trades,Win rate,Average return per trade,Median return per trade,Max return,Min return,Average trade duration (days),Median trade duration (days),Max trade duration (days),Min trade duration (days),Total cumulative return,Maximum drawdown,Profit factor,Expectancy,Return volatility (std dev)
INFY_ohlcv.csv,288,135,153,0.46875,0.01845678576476946,-0.006612475873532067,0.821949670150049,-0.30966080376014543,13.430555555555555,11.0,52,1,53.09187630928973,950.5095227144263,1.8887218982587897,-0.0011535491102980903,0.10248024562486263
SHREECEM_ohlcv.csv,225,105,120,0.4666666666666667,0.027592339304079505,-0.008143494648651927,0.42959014105931237,-0.22973357735262123,13.337777777777777,11.0,61,1,184.85848199868238,403.14324326585233,2.477383184744392,-0.0018394892869386323,0.09589325957678427
SRF_ohlcv.csv,207,96,111,0.463768115942029,0.027776002267853494,-0.005578118456850944,0.5199649852421205,-0.7741840439700148,14.057971014492754,12.0,52,1,44.18312551568459,319.2499988829559,2.0735255794136664,-0.002012753787525615,0.12629657065803016
BAJAJ-AUTO_ohlcv.csv,219,101,118,0.4611872146118721,0.01727187173568846,-0.004573929573622814,0.5578116720888552,-0.4243354153129625,13.557077625570777,11.0,46,1,17.67293897347766,76.77442418593327,1.8803349497911048,-0.001340738901857097,0.09071502213030667
DRREDDY_ohlcv.csv,293,135,158,0.46075085324232085,0.010376869018096948,-0.005003670027933438,0.33499509942005407,-0.4698133293487797,12.965870307167236,11.0,41,1,6.858177918847575,38.011431383066395,1.4815420371122907,-0.0008145665099530026,0.08168161524797708
DMART_ohlcv.csv,72,33,39,0.4583333333333333,0.01856810290300498,-0.004754067864022375,0.24811319076612517,-0.1256994809871396,14.166666666666666,12.0,50,1,2.1290304013140218,2.6467091951200183,2.0569041660029757,-0.0015473419085837506,0.07510224987641476
PIDILITIND_ohlcv.csv,221,100,121,0.45248868778280543,0.013325754420024963,-0.004732412892727611,1.1192500328531325,-0.7986581684861558,12.57918552036199,11.0,48,1,0.9674970631983719,183.2316707980384,1.6156161683383827,-0.0012662481575589331,0.1240052501721502
MARUTI_ohlcv.csv,203,91,112,0.4482758620689655,0.015517944576641995,-0.010368717821846812,0.3032569202378511,-0.13476909325050743,13.605911330049262,12.0,45,1,13.248693671174738,28.042972035645853,1.8838103577658447,-0.0016053046113767584,0.07130625311982916
ADANIENT_ohlcv.csv,189,84,105,0.4444444444444444,0.10889648572015648,-0.010335982501262258,9.069699744391386,-0.22143202578686072,14.793650793650794,13.0,60,1,38695.095914671576,451074.8266499855,4.826900423707317,-0.012099609524461832,0.6876871907584906
NESTLEIND_ohlcv.csv,151,67,84,0.44370860927152317,0.009331693620111048,-0.00857799468816407,0.1849727798582251,-0.06971619297731706,17.013245033112582,11.0,539,1,2.4400526913665135,1.2896847040620454,1.7212506733415442,-0.00105058802345621,0.048630491176976216
SUNPHARMA_ohlcv.csv,277,121,156,0.4368231046931408,0.014244620618900044,-0.00764647193066839,0.354824671444021,-0.2024779059617641,13.267148014440433,10.0,64,1,22.86960272108637,469.4537528085539,1.7052716210820096,-0.0017998618110523518,0.07666039808568455
TATAMOTORS_ohlcv.csv,312,136,176,0.4358974358974359,0.024510656507733892,-0.009194021091863368,0.7009931337244044,-0.4111674470316246,14.189102564102564,12.0,54,1,245.356606710735,33.16852799467908,1.908518755817675,-0.0031423918599658845,0.1248708993111239
ICICIPRULI_ohlcv.csv,81,35,46,0.43209876543209874,0.009762525110881201,-0.006562871552878496,0.2835518981452363,-0.10182123703747258,12.950617283950617,12.0,39,1,0.8633370656114332,1.2092531820939243,1.528800136832239,-0.0013257750150579414,0.06685758583029945
BRITANNIA_ohlcv.csv,283,122,161,0.43109540636042404,0.014425117964029104,-0.007621115657420483,0.4216606800349831,-0.2065616332651309,12.901060070671377,10.0,52,1,29.746098758734153,206.41479237548145,1.8798352304618817,-0.001987913783028746,0.06983178660666758
INDIGO_ohlcv.csv,91,39,52,0.42857142857142855,0.016000930865614462,-0.011902076176516169,0.2967039224638001,-0.1365844439424559,13.12087912087912,10.0,53,1,2.093923575647277,0.9787954462059356,1.724492587402226,-0.002285847266516352,0.08788087181749529
M&M_ohlcv.csv,283,121,162,0.4275618374558304,0.0077000767191786595,-0.01394839734595583,0.6239924440319816,-0.540183948934784,13.102473498233216,11.0,53,1,-0.010277986990823051,33.02176016942019,1.2346476865335207,-0.0011155588179728808,0.1203544619202636
BERGEPAINT_ohlcv.csv,218,93,125,0.42660550458715596,0.011832558289814773,-0.005133791156280151,0.2858730222078919,-0.4111412504054517,12.98165137614679,11.0,56,1,5.3479679654304935,148.974799633468,1.5283090543969473,-0.0017368892902480393,0.08190914007294034
TCS_ohlcv.csv,216,92,124,0.42592592592592593,0.010162935180288248,-0.009080626096734677,1.1755123244356565,-0.4936705128568594,13.88888888888889,11.0,291,1,2.338128528744443,45.80273014096548,1.493211946891302,-0.00150562002670937,0.1070980776748597
TECHM_ohlcv.csv,187,79,108,0.42245989304812837,0.01176358109952554,-0.00973453495194336,1.0743074965022055,-0.29601428125455337,12.577540106951872,10.0,54,1,3.0793058734394894,6.052153603680108,1.5451204747772473,-0.0018242986731884514,0.10511598679490321
ULTRACEMCO_ohlcv.csv,230,97,133,0.4217391304347826,0.009877626601268175,-0.009376214940538863,0.35743486317880674,-0.7364128565279395,12.352173913043478,10.0,50,1,1.9759977083688147,10.515019881023179,1.4430145355369504,-0.001546063294111541,0.08760371124457413
