File,Total trades,Winning trades,Losing trades,Win rate,Average return per trade,Median return per trade,Max return,Min return,Average trade duration,Median trade duration,Max trade duration,Min trade duration,Total cumulative return,Maximum drawdown,Profit factor,Expectancy,Return volatility
APOLLOHOSP_ohlcv.csv,128,94,34,0.734375,0.21317748833428887,0.08528209076485825,3.176627758396953,-0.1879781946480582,277.4921875,268.5,639,1,185915033.50576007,40.732394146165404,11.376594482494369,0.09992694765669792,0.46487885568339044
PIDILITIND_ohlcv.csv,134,98,36,0.7313432835820896,0.21503834311932543,0.10545350414298926,4.619226887850931,-0.7530740984041564,163.78358208955223,144.0,544,1,74891379.66216931,202.03359853785423,8.841837118008925,0.09949535278655355,0.5968531165814553
TITAN_ohlcv.csv,153,109,44,0.7124183006535948,0.2736655038113584,0.1757030154191835,1.9583051621454122,-0.3753968654739241,248.24183006535947,176.0,809,1,7436390272586.55,167.6802163518514,8.422500120056771,0.11626312253423725,0.4214744237896277
TORNTPHARM_ohlcv.csv,118,84,34,0.711864406779661,0.12565024370607414,0.07177447629957623,1.6081872124941183,-0.2878303987875961,140.38135593220338,130.0,517,1,147165.5903773181,69.30134077927187,7.1600156346561175,0.05324162868901447,0.23411947120634008
RELIANCE_ohlcv.csv,163,116,47,0.7116564417177914,0.1869924186061932,0.10621833755809153,1.0760857452550803,-0.45028650007921617,277.96932515337426,296.0,700,1,11532812469.919342,93.53598970016725,7.628126385204755,0.07915629990078116,0.29752874696161763
PETRONET_ohlcv.csv,116,81,35,0.6982758620689655,0.23541850824094726,0.13662066171397935,1.1903627406805852,-0.27644452760653226,307.2844827586207,248.0,799,1,583310308.1478236,21.962357924231718,10.29322875797825,0.09335561533692736,0.3592060254585081
KOTAKBANK_ohlcv.csv,136,94,42,0.6911764705882353,0.23074350794280865,0.07724216398620554,2.6362347106416193,-0.4466297400332683,142.72058823529412,134.5,432,1,2432242880.948544,297.36105971975974,12.036779908398918,0.08822545891930919,0.4493323616270513
ADANIENT_ohlcv.csv,135,93,42,0.6888888888888889,1.3859721999845638,0.3212942374914679,12.135657357377168,-0.669135137477992,486.73333333333335,582.0,952,1,5.769815157566162e+26,398305.85029027227,19.297462984661504,0.5235894977719464,2.837616378041666
CIPLA_ohlcv.csv,168,115,53,0.6845238095238095,0.19414783076302877,0.1297559075316057,1.993935673515792,-0.9385897124323115,350.3095238095238,373.5,1038,2,941993940.4181924,50.46796308329438,5.654921781624661,0.07164979468635585,0.36666620429195357
ICICIBANK_ohlcv.csv,113,77,36,0.6814159292035398,0.1502986842916434,0.060119157197996036,1.6216051376052356,-0.31876525047638643,214.5132743362832,186.0,650,1,247757.92241762677,14.271636690204582,5.525539010813479,0.05453315093767591,0.3085101523296107
GRASIM_ohlcv.csv,124,84,40,0.6774193548387096,0.24649164602915555,0.14812427164994524,2.3232938173022806,-0.5409639779245207,297.31451612903226,243.5,923,2,801702570.9678434,20.4795843271956,6.736248496703846,0.08746477762324871,0.4573721573010842
DABUR_ohlcv.csv,122,82,40,0.6721311475409836,0.1263655030788207,0.07035162788344573,0.9395807271498874,-0.43366042237675645,166.04918032786884,159.0,471,1,196239.029416469,31.053119968012524,6.344056451330546,0.043502878109102194,0.23170868427693442
SHREECEM_ohlcv.csv,131,88,43,0.6717557251908397,0.1530343904861181,0.04579867857000463,1.8573544889632203,-0.44650693353927645,121.79389312977099,103.0,402,1,2876971.9780060356,490.6233283384719,7.770166820369279,0.05256906543416271,0.32125778170673713
INDUSINDBK_ohlcv.csv,115,77,38,0.6695652173913044,0.35145728970849377,0.24322913148592812,3.5503912127287807,-0.7403276687506772,383.32173913043476,377.0,764,1,5167861485.103286,124.05256740713664,5.894675754495617,0.11918986346635878,0.6661831133305921
ITC_ohlcv.csv,179,119,60,0.664804469273743,0.060513735440633536,0.028102957568428545,0.46260501364271117,-0.24817993073310485,99.64804469273743,69.0,386,1,10146.837922121487,37.28331101719539,4.204946683960318,0.019945868106130606,0.12992999216532258
MUTHOOTFIN_ohlcv.csv,91,60,31,0.6593406593406593,0.11020568621918381,0.0687685722068724,0.9144055971093376,-0.35045050149041646,115.38461538461539,95.0,417,1,2054.758369297728,5.9337771385528395,4.3385960912344075,0.03512049341050913,0.23582425428727039
GODREJCP_ohlcv.csv,146,96,50,0.6575342465753424,0.10706705783542761,0.059859086731977096,1.1317249705350152,-0.22123037218926853,136.86986301369862,122.5,397,1,357294.29812482424,76.37929769654133,6.271384474276132,0.03373345657828541,0.2000569452716262
TECHM_ohlcv.csv,101,66,35,0.6534653465346535,0.0991317265440485,0.02982877557567967,1.947856136845669,-0.544167143894161,82.98019801980197,69.0,250,1,807.562124966969,7.446579286368175,4.409268401499341,0.030426569533321818,0.31993580887114015
SUNPHARMA_ohlcv.csv,176,114,62,0.6477272727272727,0.07471499851623722,0.04102703723230705,0.875756141144163,-0.31797035604947504,117.39772727272727,107.5,407,1,41884.060842678104,533.580201758519,3.9128081230266187,0.022074885925251905,0.17024290722051227
SBILIFE_ohlcv.csv,45,29,16,0.6444444444444445,0.03236771789425729,0.014511822155590633,0.2846534904649215,-0.2262690373961969,62.6,53.0,223,1,2.5147522370553883,0.7771714758389043,2.688667875671453,0.009350674058340997,0.09178039189596866
BHARTIARTL_ohlcv.csv,126,81,45,0.6428571428571429,0.05142508144716008,0.026214801530711148,0.9459110724147664,-0.3097239069918503,75.7063492063492,55.0,307,1,160.44150653680552,18.25287490557938,3.1637217303644727,0.014692880413474312,0.15873362521034926
