Total Return %,CAGR %,Sharpe,Sortino,Max Drawdown %,Calmar,Volatility %,Total Trades,Win Rate %,Avg Trade P&L,Profit Factor,Skew,Kurtosis
-28.065302362766342,-6.383502288136766,-0.11647282658127868,-0.16477694016565547,-69.07380779021494,-0.0924156708940123,26.26770470186075,7220,22.977839335180057,-1529.4455529533109,0.029996103479516305,4.912246856555184,99.54338019005485
